"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Lowest_Common_Taxon_Name","Lowest_Common_Taxon_lvl","...8","...9","...10","Scientific_Name","Lowest_Taxonomic_Resolution","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Trophic_Category_2","Diet","Diet_Source","Diet_Source_2","Mean_Harvest_Time","SD_Harvest_Time","HT_Source","X"
"119","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific (silver) hake","Gadiformes","Taxa_lvl4","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Merluccius bilinearis","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","They are voracious predators and feed on fish, crustaceans, and squid","Silver Hake | NOAA Fisheries",NA,NA,NA,NA,NA
"120","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Cod (gray)","Gadiformes","Taxa_lvl4","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Gadus macrocephalus","Species","Marine","Marine",3,"Secondary Consumer","Predator","They feed on clams, worms, crabs, shrimp, and juvenile fish","Pacific Cod | NOAA Fisheries",NA,NA,NA,NA,25
"121","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Tom Cod","Gadiformes","Taxa_lvl4","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Microgadus proximus","Species","Marine","Marine",3,"Secondary Consumer","Predator",". Feeds on shrimps, amphipods, isopods, gastropods, mussels and fishes (Ref. 1371). ","Microgadus proximus, Pacific tomcod : fisheries, gamefish (fishbase.se)",NA,NA,NA,NA,26
"122","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Unknown Gadiformes","Gadiformes","Taxa_lvl4","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Gadiformes","Order","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","It is a voracious migratory fish, feeding largely on other fishes and various invertebrates.","Cod | Size, Diet, & Facts | Britannica",NA,NA,NA,NA,28
"123","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Walleye Pollock (whiting)","Gadiformes","Taxa_lvl4","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,"also known as alaska pollock","Gadus chalcogrammus","Species","Marine","Marine",4,"Tertiary Consumer","Predator","Juvenile pollock eat zooplankton (tiny floating animals) and small fish; Older pollock feed on other fish, including juvenile pollock.","Alaska Pollock | NOAA Fisheries",NA,NA,NA,NA,27
"124","Fish","Non-Salmon Fish","Grayling","Grayling","Grayling","Grayling","Taxa_lvl5",NA,NA,"arctic grayling","Thymallus arcticus","Species","Marine","Marine",3,"Secondary Consumer","Predator","During the brief summer, Arctic grayling are voracious feeders. They will eat almost anything that moves, but drifting aquatic insects, especially black flies, mayflies, stone flies, and caddis flies are their primary food items. At times, grayling will gorge upon the eggs of spawning salmon, smaller fish, or terrestrial (land) insects that have fallen into the water. They may even eat an occasional vole or shrew! One grayling had seven shrews in its stomach. Another’s stomach contained 65 chum salmon smolt (small salmon heading to sea).","Arctic Grayling Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,61
"125","Fish","Non-Salmon Fish","Halibut","Halibut","Halibut","Halibut","Taxa_lvl5",NA,NA,"pacific halibut","Hippoglossus stenolepis","Species","Marine","Marine",4,"Tertiary Consumer","Predator","Halibut feed on plankton during their first year of life. Young halibut (1 to 3 years old) feed on euphausiids (small shrimp-like crustaceans) and small fish. As halibut grow, fish make up a larger part of their diet. Larger halibut eat other fish, such as herring, sand lance, capelin, smelt, pollock, sablefish, cod, and rockfish. They also consume octopus, crabs, and clams","Pacific Halibut Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,35
"126","Fish","Non-Salmon Fish","Herring","Herring","Herring","Herring","Taxa_lvl5",NA,NA,"pacific herring","Clupea pallasii","Species","Marine","Marine",3,"Secondary Consumer","Predator","Young feed mainly on crustaceans, but also take decapod and mollusk larvae; adults prey mainly on large crustaceans and small fishes (Ref. 6885, 27547). ","https://www.fishbase.se/summary/1520",NA,NA,NA,NA,20
"127","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","Herring Roe","Taxa_lvl5",NA,NA,NA,"Clupea pallasii","Species","Nearshore","Nearshore",3,"Secondary Consumer","Predator","Young feed mainly on crustaceans, but also take decapod and mollusk larvae; adults prey mainly on large crustaceans and small fishes (Ref. 6885, 27547). ","Clupea pallasii, Pacific herring : fisheries, gamefish, bait (fishbase.se)",NA,NA,NA,NA,21
"128","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Kelp Greenling","Kelp Greenling","Taxa_lvl5",NA,NA,NA,"Hexagrammos decazgrammus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Feeds on crustaceans, polychaete worms, brittle stars, mollusks,","Fishbase",NA,NA,NA,NA,32
"129","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Lingcod","Lingcod","Taxa_lvl5",NA,NA,NA,"Ophiodon elongatus","Species","Marine","Marine",4,"Tertiary Consumer","Predator","Larvae feed on zooplankton (tiny floating animals), including krill and larval crustaceans such as lobster and crab. Juveniles feed on small fish; Adults are aggressive predators and feed primarily on bottom-dwelling fish (including smaller lingcod), squid, octopi, and crab","Lingcod | NOAA Fisheries",NA,NA,NA,NA,33
"130","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Rock Greenling","Rock Greenling","Taxa_lvl5",NA,NA,NA,"Hexagrammos lagocephalus","Species","Marine","Marine",3,"Secondary Consumer","Predator","The bulk of feeding consisted of Cephalopoda, small crustaceans—Amphipoda and Isopoda—as well as the eggs of fish and Gastropoda. With an increase in sizes, the greenling passes from feeding on small benthic organisms to larger movable forms","Distribution and some features of biology of rock greenling Hexagrammos lagocephalus in Pacific waters off the northern Kuril Islands and southeastern Kamchatka | Journal of Ichthyology (springer.com)",NA,NA,NA,NA,73
"131","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Unknown Greenling","Unknown Greenling","Taxa_lvl5",NA,NA,NA,"Hexagrammidae","Family","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","based on species level diets in family",NA,NA,NA,NA,NA,34
"132","Fish","Non-Salmon Fish","Lamprey","Lamprey","Lamprey","Lamprey","Taxa_lvl5",NA,NA,"likely pacific lamprey or river lamprey (both in SE AK)- habitat depends on species","Petromyzontidae","Family","Marine","Freshwater_Anadromous",4.5,"High level parasite","Parasite","Anadromous adult lampreys parasitize other organisms such as other species of fish or even marine mammals by using their sucking mouthparts to attach themselves to the host’s body. They then use their teeth to cut through the scales and skin to get to the host’s blood and body fluid.","River Lamprey Species Profile, Alaska Department of Fish and Game; https://www.fishbase.se/summary/Entosphenus-tridentatus",NA,NA,NA,NA,NA
"133","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","Chinook Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus tshawytscha","Species","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","Young Chinook salmon feed on terrestrial and aquatic insects, amphipods, and other crustaceans; Older Chinook primarily feed on other fish","Chinook Salmon | NOAA Fisheries",NA,NA,NA,NA,14
"134","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","Chum Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus keta","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Young chum salmon feed on insects as they migrate downriver and on insects and marine invertebrates in estuaries and near-shore marine habitats. Adults eat copepods, fishes, mollusks, squid, and tunicates","Chum Salmon | NOAA Fisheries",NA,NA,NA,NA,12
"135","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","Coho Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus kisutch","Species","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","While in fresh water, young coho salmon feed on plankton and insects. While in the ocean, they switch to a diet of small fishes such as herring, sandlance, anchovies, and sardines. Adults are also known to eat juveniles of other salmon species, especially pink and chum salmon, as well as juvenile sablefish","Coho Salmon | NOAA Fisheries",NA,NA,NA,NA,13
"136","Fish","Salmon","Oncorhynchus","Oncorhynchus","Landlocked Salmon","Landlocked Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus","Genus","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","based on diet of species in genus",NA,NA,NA,NA,NA,17
"137","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","Pink Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus gorbuscha","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Pink salmon feed on small crustaceans, zooplankton (tiny floating animals), squid, and small fish","Pink Salmon | NOAA Fisheries",NA,NA,NA,NA,15
"138","Fish","Salmon","Oncorhynchus","Oncorhynchus","Salmon Roe","Salmon Roe","Taxa_lvl5",NA,NA,NA,"Oncorhynchus","Genus","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","based on diet of species in genus",NA,NA,NA,NA,NA,NA
"139","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","Sockeye Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus nerka","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","While in fresh water, juvenile sockeye salmon feed mainly on zooplankton (tiny floating animals), amphipods (small, shrimp-like crustaceans), and insects; In the ocean, sockeye salmon continue to feed on zooplankton but also eat larval and small adult fishes and occasionally squid","Sockeye Salmon | NOAA Fisheries",NA,NA,NA,NA,16
"140","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","Unknown Salmon","Taxa_lvl5",NA,NA,NA,"Oncorhynchus","Genus","Freshwater_Anadromous","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","based on diet of species in genus",NA,NA,NA,NA,NA,19
"141","Fish","Non-Salmon Fish","Perch","Perch","Perch","Rockfish","Taxa_lvl4","most have broken down into sea perch and unknown perch..but these are the same species likely, so shouldn't influence diversity","confirmed w/ lauren","I think same as pacific ocean perch? - yes most likely","Sebastes alutus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Juveniles and adults feed on copepods and krill, and adults will also eat small fishes. Larvae eat small zooplankton (tiny floating organisms)","Pacific Ocean Perch | NOAA Fisheries",NA,NA,NA,NA,NA
"142","Fish","Non-Salmon Fish","Perch","Perch","Sea Perch","Rockfish","Taxa_lvl4",NA,"confirmed w/ lauren","pacific ocean perch?  yes!","Sebastes alutus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Juveniles and adults feed on copepods and krill, and adults will also eat small fishes. Larvae eat small zooplankton (tiny floating organisms)","Pacific Ocean Perch | NOAA Fisheries",NA,NA,NA,NA,36
"143","Fish","Non-Salmon Fish","Perch","Perch","Unknown Perch","Rockfish","Taxa_lvl4","most have broken down into sea perch and unknown perch..but these are the same species likely, so shouldn't influence diversity","confirmed w/ lauren","I think same as pacific ocean perch? - yes most likely","Sebastes alutus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Juveniles and adults feed on copepods and krill, and adults will also eat small fishes. Larvae eat small zooplankton (tiny floating organisms)","Pacific Ocean Perch | NOAA Fisheries",NA,NA,NA,NA,NA
"144","Fish","Non-Salmon Fish","Pike","Pike","Pike","Pike","Taxa_lvl5",NA,"could be in yakutat, range is close, not sure why harvested in Klawock (some attempted to harvest but didn’t harvest any","liekly northern pike - but not in SE alaska","Esox lucius","Species","Marine","Freshwater",4,"Tertiary Consumer","Predator","Young northern pike feed on small crustaceans and insects. By the time they reach 50 millimeters (2 inches) in length they may be eating smaller fish. Adult northern pike eat other fishes (mostly whitefishes but also suckers, burbot, smaller northern pike and juvenile salmon). Large adults can eat voles, shrews, red squirrels, and small waterfowl. A bald eagle chick, was found in the stomach of one large female","Northern Pike Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,5
"145","Fish","Non-Salmon Fish","Rockfish","Rockfish","Black Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..","take average (3)",NA,"Sebastes melonops","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Black rockfish are an opportunistic predatory fish that typically feed in the water column on zooplankton, Dungeness crab larvae (Cancer magister/ syn. Metacarcinus magister), and fish species, such as herring (Clupea harengus), sand lance (Ammodytes hexapterus), and Puget Sound rockfish (Sebastes. empheaus). However, they may also feed on benthic species such as crustaceans and octopi.","Black Rockfish Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,37
"146","Fish","Non-Salmon Fish","Rockfish","Rockfish","Brown Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes auriculatus","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Brown rocksh feed on increasingly larger prey as they grow. They shift from small crustaceans, amphipods, and copepods as juveniles, to an adult diet of crabs and sh","status2001brown_rockfish.pdf",NA,NA,NA,NA,NA
"147","Fish","Non-Salmon Fish","Rockfish","Rockfish","China Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes nebulosus","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","based on general rockfish diet","Rockfish: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,43
"148","Fish","Non-Salmon Fish","Rockfish","Rockfish","Copper Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes caurinus","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Copper rocksh feed on a wide variety of prey items. Crustaceans form a major part of their diet; these include Cancer crabs, kelp crabs, and shrimps. Squid of the genus Loligo and octopuses are also important food items. Fishes, which include young-of-the-year rockshes, cuskeels, eelpouts, and sculpins are important forage for larger individuals. Juvenile copper rocksh feed primarily on planktonic crustaceans.","status2001copper_rockfish.pdf",NA,NA,NA,NA,74
"149","Fish","Non-Salmon Fish","Rockfish","Rockfish","Dusky Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes ciliatus","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","based on general rockfish diet","Rockfish: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,41
"150","Fish","Non-Salmon Fish","Rockfish","Rockfish","Quillback Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes maliger","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","As adults they feed on a variety of prey such as crustaceans, especially shrimps; small sh, including rockshes and at- shes; clams; marine worms; and sh eggs. As planktonic larvae and after they settle, quillback rock-
sh feed on other planktonic animals and eggs.","status2001quillback_rockfish.pdf",NA,NA,NA,NA,40
"151","Fish","Non-Salmon Fish","Rockfish","Rockfish","Red Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..","not necessarily same as yellow eye rockfish, but could be other rockfish as well -- keep just as rockfish (from Lauren)","same as yelloweye rockfish","Sebastes","Genus","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","While in the larval stage, yelloweye feed on algae, other single-celled organisms, and small crustaceans. As they grow to adulthood, yelloweye shift to a variety of prey including other rockfish, sand lance, herring, flatfishes and crustaceans","Yelloweye Rockfish Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,38
"152","Fish","Non-Salmon Fish","Rockfish","Rockfish","Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes","Genus","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","based on general rockfish diet",NA,NA,NA,NA,NA,NA
"153","Fish","Non-Salmon Fish","Rockfish","Rockfish","Unknown Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes","Genus","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","based on general rockfish diet",NA,NA,NA,NA,NA,46
"154","Fish","Non-Salmon Fish","Rockfish","Rockfish","Yellow Eye Rockfish","Rockfish","Taxa_lvl4","surveys other than 1983, 1987 have more detail, but then 2000+ have even more detail..",NA,NA,"Sebastes ruberrimus","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","While in the larval stage, yelloweye feed on algae, other single-celled organisms, and small crustaceans. As they grow to adulthood, yelloweye shift to a variety of prey including other rockfish, sand lance, herring, flatfishes and crustaceans","Yelloweye Rockfish Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,39
"155","Fish","Non-Salmon Fish","Sablefish","Sablefish","Sablefish (black cod)","Sablefish (black cod)","Taxa_lvl5",NA,NA,NA,"Anoplopoma fimbria","Species","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Sablefish are opportunistic feeders, consuming a wide variety of organisms. Their diet varies dependent on life stage, geographic location, season, and year. Their diet consists of fish, cephalopods (squid and octopus), and crustaceans. Young of the year (yearling) sablefish have a diet that is mainly euphausidd","Sablefish Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,47
"156","Fish","Non-Salmon Fish","Sculpin","Sculpin","Buffalo Sculpin","Sculpin","Taxa_lvl3",NA,NA,NA,"Enophrys bison","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Predator"," Feeds mainly on algae (Ref. 2850) but also shrimps, crabs, amphipods, mussels, and small fishes","Fishbase",NA,NA,NA,NA,NA
"157","Fish","Non-Salmon Fish","Sculpin","Sculpin","Bullhead Sculpin","Sculpin","Taxa_lvl3",NA,NA,"also known as pacific staghorn sculpin","Leptocpttus armatus","Species","Marine","Marine",3,"Secondary Consumer","Predator","The prey of Pacific staghorn sculpins includes amphipods, nereid worms, and small anchovy (Jones 1962).","3 (ca.gov)",NA,NA,NA,NA,NA
"158","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Irish Lord","Sculpin","Taxa_lvl3",NA,NA,NA,"Hemilepidotus","Genus","Marine","Marine",3,"Secondary Consumer","Predator","based on red irish lord, minimal diet data able to find in reputable source",NA,NA,NA,NA,NA,2
"159","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Red Irish Lord","Sculpin","Taxa_lvl3",NA,NA,NA,"Hemilepidotus hemilepidotus","Species","Marine","Marine",3,"Secondary Consumer","Predator","Adults feed on crabs, barnacles, and mussels (Ref. 6885)","Fishbase",NA,NA,NA,NA,NA
"160","Fish","Non-Salmon Fish","Sculpin","Sculpin","Sculpin","Sculpin","Taxa_lvl3","only hoonah 1985 has only to sculpin...",NA,"102 species in alaska","Cottoidea","Superfamily","Marine","Marine",3,"Secondary Consumer","Predator","based on other sculpins and general sculpins, there are many species of sculpin in alaska",NA,NA,NA,NA,NA,11
"161","Fish","Non-Salmon Fish","Sculpin","Sculpin","Unknown Sculpin","Sculpin","Taxa_lvl3",NA,NA,"102 species in alaska","Cottoidea","Superfamily","Marine","Marine",3,"Secondary Consumer","Predator","based on other sculpins and general sculpins, there are many species of sculpin in alaska",NA,NA,NA,NA,NA,49
"162","Fish","Non-Salmon Fish","Shark","Shark","Dogfish","Shark","Taxa_lvl4",NA,NA,"spiny dogfish shark","Squalidae","Family","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Spiny dogfish are opportunistic feeders, eating whatever prey is available. They mainly eat small, schooling pelagic fish such as herring, and small invertebrates such as shrimp, crab, and squid","Pacific Spiny Dogfish | NOAA Fisheries",NA,NA,NA,NA,NA
"163","Fish","Non-Salmon Fish","Shark","Shark","Salmon Shark","Shark","Taxa_lvl4",NA,NA,NA,"Lamna ditropis","Species","Marine","Marine",4.5,"Omnivore (high level generalist)","Predator","As an apex predator, the salmon shark feeds on salmon, squid, sablefish, herring, walleye pollock, and a variety of other fish. They have been seen taking other prey including sea otters and marine birds. In 1998, Alaskan salmon sharks consumed twelve to twenty-five percent of the total annual run of Pacific salmon in Prince William Sound","Salmon Shark Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,50
"164","Fish","Non-Salmon Fish","Shark","Shark","Shark","Shark","Taxa_lvl4","sitka 2013 is the only survey only identified to shark","most people catching dogfish - but ask lauren - mostly spiny dogfish confirmed w/ lauren","spiny dogfish shark, salmon shark..are these harvested - no Could be apex predator to more higher level omnivore like dogfish.. But no other specific named sharks are in database","Squalidae","Family","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Spiny dogfish are opportunistic feeders, eating whatever prey is available. They mainly eat small, schooling pelagic fish such as herring, and small invertebrates such as shrimp, crab, and squid","Pacific Spiny Dogfish | NOAA Fisheries",NA,NA,NA,NA,3
"165","Fish","Non-Salmon Fish","Shark","Shark","Unknown Shark","Shark","Taxa_lvl4",NA,"most people catching dogfish - but ask lauren - mostly spiny dogfish confirmed w/ lauren","spiny dogfish shark, salmon shark..are these harvested - no Could be apex predator to more higher level omnivore like dogfish.. But no other specific named sharks are in database","Squalidae","Family","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Spiny dogfish are opportunistic feeders, eating whatever prey is available. They mainly eat small, schooling pelagic fish such as herring, and small invertebrates such as shrimp, crab, and squid","Pacific Spiny Dogfish | NOAA Fisheries",NA,NA,NA,NA,51
"166","Fish","Non-Salmon Fish","Sheefish","Sheefish","Sheefish","Sheefish","Taxa_lvl5",NA,NA,"not in SE alaska","Stenodus leucichthys","Species","Marine","Freshwater_Anadromous",4,"Tertiary Consumer","Predator","Sheefish captured under the ice near Kotzebue during the winter and spring months have stomachs full of herring. After spring ice breaks up, sheefish spend time in estuaries of the Yukon and Kuskokwim Rivers feeding heavily on oil-rich smelt. Many of these sheefish will then migrate upriver to the mouths of major tributaries and gorge on outmigrating juvenile fish species. ","Sheefish Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,6
"167","Fish","Non-Salmon Fish","Skates","Skates","Skates","Skates","Taxa_lvl5",NA,NA,"14 species of skates in alaska - 3 most common are Alaska, Bering and Aleutian","Rajidae","Family","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","seem to have predatory and benthopelagic skates, that vary in diet with predator have fish, large crustaceans, cephalopods. Benthopelagic skates consumed primarily amphipods and worms. Since alaska and aleutian skates are most common going with predatory trophic level description...","Orlovrep (alaska.gov)",NA,NA,NA,NA,52
"168","Fish","Non-Salmon Fish","Smelt","Smelt","Capelin (grunion)","Smelt","Taxa_lvl4","1983 only has smelt, but only 2 surveys with this...all other go further",NA,NA,"Mallotus villosus","Species","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator","Planktonic crustaceans, copepods, euphausiids, amphipods, marine worms, and small fishes. Important forage species include Calanus and Pseudocalanus copepods, Thysanoessa inermis and T. raschii (euphausiids) and amphipods Themisto spp. (Gjøsæter 1998).","Species Description (alaska.gov)",NA,NA,NA,NA,72
"169","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish","Smelt","Taxa_lvl4","1984 only has smelt, but only 2 surveys with this...all other go further",NA,NA,"Thaleichthys pacificus","Species","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator","Postlarval and juvenile (20–157 mm) eulachon consume various planktonic crustaceans, particularly adult copepods. Adult eulachon consume euphausiids, cumaceans, and copepods, with euphausiids (aka, “krill”) being the primary prey","Eulachon | NOAA Fisheries",NA,NA,NA,NA,NA
"170","Fish","Non-Salmon Fish","Smelt","Smelt","Silver Smelt","Smelt","Taxa_lvl4","1985 only has smelt, but only 2 surveys with this...all other go further","hard to know which kind, confirmed w/ Lauren to just keep as smelt","rainbow smelt, pond smelt, longfin smelt, surf smelt","Osmeridae","Family","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator","River currents carry newly hatched young to the sea where they feed mainly on copepod larvae and other plankton or insect larvae. As juveniles and adults, they feed mainly on small crustaceans, especially copepods, cumaceans, and euphausiids (longfin smelt). River currents carry newly hatched young to the sea where they feed mainly on rotifers and other plankton. As juveniles and adults they feed mainly on zooplankton such as copepods, cladocera, insects, and occasionally algae (pond smelt). River currents carry newly hatched young to the sea where they feed mainly on copepods and cladocerans, in addition to rotifers, eggs, and algae. Adult rainbow smelt feed on decapods and mysid shrimps, copepods, amphipods, crabs, squid, worms, and a variety of small fish and shellfish (rainbow smelt). They are schooling plankton feeders that are, in turn, preyed upon by a host of other species.(surf smelt)","wdfw01219.pdf (wa.gov); and ADF&G species portfolioes",NA,NA,NA,NA,NA
"171","Fish","Non-Salmon Fish","Smelt","Smelt","Smelt","Smelt","Taxa_lvl4","1986 only has smelt, but only 2 surveys with this...all other go further",NA,"rainbow smelt, pond smelt, longfin smelt, surf smelt","Osmeridae","Family","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator","River currents carry newly hatched young to the sea where they feed mainly on copepod larvae and other plankton or insect larvae. As juveniles and adults, they feed mainly on small crustaceans, especially copepods, cumaceans, and euphausiids (longfin smelt). River currents carry newly hatched young to the sea where they feed mainly on rotifers and other plankton. As juveniles and adults they feed mainly on zooplankton such as copepods, cladocera, insects, and occasionally algae (pond smelt). River currents carry newly hatched young to the sea where they feed mainly on copepods and cladocerans, in addition to rotifers, eggs, and algae. Adult rainbow smelt feed on decapods and mysid shrimps, copepods, amphipods, crabs, squid, worms, and a variety of small fish and shellfish (rainbow smelt). They are schooling plankton feeders that are, in turn, preyed upon by a host of other species.(surf smelt)","wdfw01219.pdf (wa.gov); and ADF&G species portfolioes",NA,NA,NA,NA,10
"172","Fish","Non-Salmon Fish","Smelt","Smelt","Surf Smelt","Smelt","Taxa_lvl4","1987 only has smelt, but only 2 surveys with this...all other go further",NA,NA,"Hypomesus pretiosus","Species","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator"," At sea, they feed on small crustaceans, worms and jellyfish, as well as larval fishes (Ref. 6885, 10276).","Hypomesus pretiosus, Surf smelt : fisheries, gamefish (fishbase.se)",NA,NA,NA,NA,NA
"173","Fish","Non-Salmon Fish","Smelt","Smelt","Unknown Smelt","Smelt","Taxa_lvl4","1986 only has smelt, but only 2 surveys with this...all other go further",NA,"rainbow smelt, pond smelt, longfin smelt, surf smelt","Osmeridae","Family","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator","River currents carry newly hatched young to the sea where they feed mainly on copepod larvae and other plankton or insect larvae. As juveniles and adults, they feed mainly on small crustaceans, especially copepods, cumaceans, and euphausiids (longfin smelt). River currents carry newly hatched young to the sea where they feed mainly on rotifers and other plankton. As juveniles and adults they feed mainly on zooplankton such as copepods, cladocera, insects, and occasionally algae (pond smelt). River currents carry newly hatched young to the sea where they feed mainly on copepods and cladocerans, in addition to rotifers, eggs, and algae. Adult rainbow smelt feed on decapods and mysid shrimps, copepods, amphipods, crabs, squid, worms, and a variety of small fish and shellfish (rainbow smelt). They are schooling plankton feeders that are, in turn, preyed upon by a host of other species.(surf smelt)","wdfw01219.pdf (wa.gov); and ADF&G species portfolioes",NA,NA,NA,NA,23
"174","Fish","Non-Salmon Fish","Sole","Sole","Sole","Sole","Taxa_lvl5",NA,"many kinds of sole, not sure specific species just that it is a sole","also known as flounder, and  there are also many species of sole… have put in info for the Flathead sole, which seems relaitvely common for fishing. Might need to remove species level name for flounder and sole.","Sole","NTG","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Flathead sole generally feed on bottom-dwelling invertebrates such as crustaceans, mollusks, and brittle stars, as well as fish and squid","Flathead Sole | NOAA Fisheries",NA,NA,NA,NA,4
