Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
3,Southeast,Flounder [Other Gear],121400003,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Flounder [Other Gear],121400003,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Flounder [Other Gear],121400003,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Flounder [Other Gear],121400003,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Flounder [Other Gear],121400003,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Flounder [Other Gear],121400003,Ind.,Index Communities Year 1,210
3,Southeast,Flounder [Other Gear],121400003,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Flounder [Other Gear],121400003,Ind.,Southeast Index Communities,210
3,Southeast,Flounder [Other Gear],121400003,lb.,NPRB Yakutat Comprehensive,251
3,Southeast,Flounder [Other Gear],121400003,Lbs.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Flounder,121499000,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Unknown Flounder,121499000,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Unknown Flounder,121499000,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Flounder,121499000,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Unknown Flounder,121499000,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Flounder,121499000,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Flounder [CF Retention],121499001,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Flounder [Rod and Reel],121499002,Ind.,NPRB Yakutat Comprehensive,251
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,Prince of Wales 1997/1998,114
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Unknown Flounder [Other Gear],121499003,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Greenling,121600000,Ind.,Southeast Timber 1984/1985,13
6.3,Southeast,Greenling,121600000,Ind.,Saxman 1999,133
6.3,Southeast,Greenling,121600000,Ind.,Saxman 1999/2000,133
6.3,Southeast,Greenling,121600000,lb.,Alaska Peninsula Index Communities,210
6.3,Southeast,Greenling,121600000,lb.,Index Communities Year 1,210
6.3,Southeast,Greenling,121600000,lb.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Greenling,121600000,lb.,Southeast Index Communities,210
6.3,Southeast,Greenling,121600000,lb.,Hoonah Lands Partnership,243
4,Southeast,Greenling,121600000,lb.,NPRB Yakutat Comprehensive,251
6.3,Southeast,Greenling,121600000,Lbs.,Chilkat Chinook Salmon Ethnography,219
6,Southeast,Greenling [CF Retention],121600001,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Greenling [CF Retention],121600001,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Greenling [CF Retention],121600001,Ind.,Prince of Wales 1997/1998,114
6,Southeast,Greenling [CF Retention],121600001,Ind.,Prince of Wales 1998/1999,125
6.3,Southeast,Greenling [CF Retention],121600001,Ind.,Yakutat Household Survey 2000,137
6.3,Southeast,Greenling [CF Retention],121600001,lb.,Alaska Peninsula Index Communities,210
6.3,Southeast,Greenling [CF Retention],121600001,lb.,Index Communities Year 1,210
6.3,Southeast,Greenling [CF Retention],121600001,lb.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Greenling [CF Retention],121600001,lb.,Southeast Index Communities,210
4,Southeast,Greenling [CF Retention],121600001,lb.,NPRB Yakutat Comprehensive,251
6.3,Southeast,Greenling [CF Retention],121600001,Lbs.,Chilkat Chinook Salmon Ethnography,219
6.3,Southeast,Greenling [Rod and Reel],121600002,lb.,Alaska Peninsula Index Communities,210
6.3,Southeast,Greenling [Rod and Reel],121600002,lb.,Index Communities Year 1,210
6.3,Southeast,Greenling [Rod and Reel],121600002,lb.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Greenling [Rod and Reel],121600002,lb.,Southeast Index Communities,210
6.3,Southeast,Greenling [Rod and Reel],121600002,lb.,Hoonah Lands Partnership,243
4,Southeast,Greenling [Rod and Reel],121600002,lb.,NPRB Yakutat Comprehensive,251
6.3,Southeast,Greenling [Rod and Reel],121600002,Lbs.,Chilkat Chinook Salmon Ethnography,219
6.3,Southeast,Greenling [Other Gear],121600003,lb.,Alaska Peninsula Index Communities,210
6.3,Southeast,Greenling [Other Gear],121600003,lb.,Index Communities Year 1,210
6.3,Southeast,Greenling [Other Gear],121600003,lb.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Greenling [Other Gear],121600003,lb.,Southeast Index Communities,210
6.3,Southeast,Greenling [Other Gear],121600003,lb.,Hoonah Lands Partnership,243
4,Southeast,Greenling [Other Gear],121600003,lb.,NPRB Yakutat Comprehensive,251
6.3,Southeast,Greenling [Other Gear],121600003,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Kelp Greenling,121604000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Kelp Greenling,121604000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Kelp Greenling,121604000,Ind.,Index Communities Year 1,210
1,Southeast,Kelp Greenling,121604000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Kelp Greenling,121604000,Ind.,Southeast Index Communities,210
1,Southeast,Kelp Greenling,121604000,Ind.,Hoonah Lands Partnership,243
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Index Communities Year 1,210
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Southeast Index Communities,210
1,Southeast,Kelp Greenling [Rod and Reel],121604002,Ind.,Hoonah Lands Partnership,243
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Index Communities Year 1,210
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Southeast Index Communities,210
1,Southeast,Kelp Greenling [Other Gear],121604003,Ind.,Hoonah Lands Partnership,243
5,Southeast,Lingcod,121606000,Ind.,Southeast Timber 1984/1985,13
8,Southeast,Lingcod,121606000,Ind.,Southeast Timber 1984/1985,13
6,Southeast,Lingcod,121606000,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod,121606000,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod,121606000,Ind.,Prince of Wales 1997/1998,114
6.3,Southeast,Lingcod,121606000,Ind.,Prince of Wales 1998/1999,125
6.3,Southeast,Lingcod,121606000,Ind.,Saxman 1999,133
6.3,Southeast,Lingcod,121606000,Ind.,Saxman 1999/2000,133
6.3,Southeast,Lingcod,121606000,Ind.,Yakutat Household Survey 2000,137
6.3,Southeast,Lingcod,121606000,Ind.,Alaska Peninsula Index Communities,210
6.3,Southeast,Lingcod,121606000,Ind.,Index Communities Year 1,210
6.3,Southeast,Lingcod,121606000,Ind.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Lingcod,121606000,Ind.,Southeast Index Communities,210
6.3,Southeast,Lingcod,121606000,Ind.,Chilkat Chinook Salmon Ethnography,219
6.3,Southeast,Lingcod,121606000,Ind.,Hoonah Lands Partnership,243
4,Southeast,Lingcod,121606000,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Lingcod [CF Retention],121606001,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Prince of Wales 1997/1998,114
6,Southeast,Lingcod [CF Retention],121606001,Ind.,Prince of Wales 1998/1999,125
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Yakutat Household Survey 2000,137
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Alaska Peninsula Index Communities,210
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Index Communities Year 1,210
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Southeast Index Communities,210
6.3,Southeast,Lingcod [CF Retention],121606001,Ind.,Chilkat Chinook Salmon Ethnography,219
4,Southeast,Lingcod [CF Retention],121606001,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Prince of Wales 1997/1998,114
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Prince of Wales 1998/1999,125
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Yakutat Household Survey 2000,137
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Alaska Peninsula Index Communities,210
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Index Communities Year 1,210
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Southeast Index Communities,210
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Chilkat Chinook Salmon Ethnography,219
6.3,Southeast,Lingcod [Rod and Reel],121606002,Ind.,Hoonah Lands Partnership,243
4,Southeast,Lingcod [Rod and Reel],121606002,Ind.,NPRB Yakutat Comprehensive,251
6,Southeast,Lingcod [Other Gear],121606003,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Southeast Harvest Update 1996,105
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Prince of Wales 1997/1998,114
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Prince of Wales 1998/1999,125
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Yakutat Household Survey 2000,137
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Alaska Peninsula Index Communities,210
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Index Communities Year 1,210
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Index Communities Year 2 (Southeast AK),210
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Southeast Index Communities,210
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Chilkat Chinook Salmon Ethnography,219
6.3,Southeast,Lingcod [Other Gear],121606003,Ind.,Hoonah Lands Partnership,243
4,Southeast,Lingcod [Other Gear],121606003,Ind.,NPRB Yakutat Comprehensive,251
2,Southeast,Rock Greenling,121608000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Rock Greenling,121608000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Rock Greenling,121608000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Rock Greenling,121608000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Rock Greenling,121608000,Ind.,Saxman 1999,133
0,Southeast,Rock Greenling,121608000,Ind.,Saxman 1999/2000,133
1,Southeast,Rock Greenling,121608000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Rock Greenling,121608000,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Rock Greenling [Rod and Reel],121608002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Rock Greenling [Rod and Reel],121608002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Rock Greenling [Rod and Reel],121608002,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Rock Greenling [Rod and Reel],121608002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Rock Greenling [Rod and Reel],121608002,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Rock Greenling [Other Gear],121608003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Rock Greenling [Other Gear],121608003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Rock Greenling [Other Gear],121608003,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Rock Greenling [Other Gear],121608003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Rock Greenling [Other Gear],121608003,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Greenling,121699000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Unknown Greenling,121699000,Ind.,Index Communities Year 1,210
1,Southeast,Unknown Greenling,121699000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Unknown Greenling,121699000,Ind.,Southeast Index Communities,210
1,Southeast,Halibut,121800000,lb.,Southeast Timber 1984/1985,13
1,Southeast,Halibut,121800000,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,Halibut,121800000,lb.,Haines/Klukwan 1983,49
1,Southeast,Halibut,121800000,lb.,Southeast Timber 1985/1986,50
1,Southeast,Halibut,121800000,lb.,Southeast Harvest Update 1996,105
1,Southeast,Halibut,121800000,lb.,Prince of Wales 1997/1998,114
1,Southeast,Halibut,121800000,lb.,Prince of Wales 1998/1999,125
1,Southeast,Halibut,121800000,lb.,Saxman 1999,133
1,Southeast,Halibut,121800000,lb.,Saxman 1999/2000,133
1,Southeast,Halibut,121800000,lb.,Yakutat Household Survey 2000,137
1,Southeast,Halibut,121800000,lb.,Alaska Peninsula Index Communities,210
1,Southeast,Halibut,121800000,lb.,Index Communities Year 1,210
1,Southeast,Halibut,121800000,lb.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Halibut,121800000,lb.,Southeast Index Communities,210
1,Southeast,Halibut,121800000,lb.,Hoonah Lands Partnership,243
1,Southeast,Halibut,121800000,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Halibut,121800000,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Halibut [CF Retention],121800001,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,Halibut [CF Retention],121800001,lb.,Southeast Harvest Update 1996,105
1,Southeast,Halibut [CF Retention],121800001,lb.,Prince of Wales 1997/1998,114
1,Southeast,Halibut [CF Retention],121800001,lb.,Prince of Wales 1998/1999,125
1,Southeast,Halibut [CF Retention],121800001,lb.,Yakutat Household Survey 2000,137
1,Southeast,Halibut [CF Retention],121800001,lb.,Alaska Peninsula Index Communities,210
1,Southeast,Halibut [CF Retention],121800001,lb.,Index Communities Year 1,210
1,Southeast,Halibut [CF Retention],121800001,lb.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Halibut [CF Retention],121800001,lb.,Southeast Index Communities,210
1,Southeast,Halibut [CF Retention],121800001,lb.,Hoonah Lands Partnership,243
1,Southeast,Halibut [CF Retention],121800001,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Halibut [CF Retention],121800001,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Tongass Resource Use Cooperative Study 1987,15
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Southeast Harvest Update 1996,105
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Prince of Wales 1997/1998,114
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Prince of Wales 1998/1999,125
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Yakutat Household Survey 2000,137
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Alaska Peninsula Index Communities,210
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Index Communities Year 1,210
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Southeast Index Communities,210
1,Southeast,Halibut [Rod and Reel],121800002,lb.,Hoonah Lands Partnership,243
1,Southeast,Halibut [Rod and Reel],121800002,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Halibut [Rod and Reel],121800002,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Halibut [Other Gear],121800003,lb.,Southeast Harvest Update 1996,105
1,Southeast,Halibut [Other Gear],121800003,lb.,Prince of Wales 1997/1998,114
1,Southeast,Halibut [Other Gear],121800003,lb.,Prince of Wales 1998/1999,125
1,Southeast,Halibut [Other Gear],121800003,lb.,Yakutat Household Survey 2000,137
1,Southeast,Halibut [Other Gear],121800003,lb.,Alaska Peninsula Index Communities,210
1,Southeast,Halibut [Other Gear],121800003,lb.,Index Communities Year 1,210
1,Southeast,Halibut [Other Gear],121800003,lb.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Halibut [Other Gear],121800003,lb.,Southeast Index Communities,210
1,Southeast,Halibut [Other Gear],121800003,lb.,Hoonah Lands Partnership,243
1,Southeast,Halibut [Other Gear],121800003,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Halibut [Other Gear],121800003,Lbs.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Perch,122200000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Perch,122200000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Perch,122200000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Perch,122200000,Ind.,Saxman 1999,133
0,Southeast,Perch,122200000,Ind.,Saxman 1999/2000,133
0,Southeast,Perch,122200000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Perch,122200000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Perch,122200000,Ind.,Index Communities Year 1,210
1,Southeast,Perch,122200000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Perch,122200000,Ind.,Southeast Index Communities,210
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Perch [Rod and Reel],122200002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Index Communities Year 1,210
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Perch [Rod and Reel],122200002,Ind.,Southeast Index Communities,210
1,Southeast,Perch [Other Gear],122200003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Perch [Other Gear],122200003,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Perch [Other Gear],122200003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Perch [Other Gear],122200003,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Perch [Other Gear],122200003,Ind.,Index Communities Year 1,210
1,Southeast,Perch [Other Gear],122200003,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Perch [Other Gear],122200003,Ind.,Southeast Index Communities,210
2,Southeast,Sea Perch,122202000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Sea Perch,122202000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Perch,122202000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Perch,122202000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sea Perch,122202000,Ind.,Saxman 1999,133
0,Southeast,Sea Perch,122202000,Ind.,Saxman 1999/2000,133
0,Southeast,Sea Perch,122202000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Sea Perch [Rod and Reel],122202002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Perch [Rod and Reel],122202002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Perch [Rod and Reel],122202002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sea Perch [Rod and Reel],122202002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Sea Perch [Other Gear],122202003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sea Perch [Other Gear],122202003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sea Perch [Other Gear],122202003,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sea Perch [Other Gear],122202003,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Unknown Perch,122299000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Perch,122299000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Perch,122299000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Perch,122299000,Ind.,Saxman 1999,133
0,Southeast,Unknown Perch,122299000,Ind.,Saxman 1999/2000,133
0,Southeast,Unknown Perch [Rod and Reel],122299002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Perch [Rod and Reel],122299002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Perch [Rod and Reel],122299002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Perch [Other Gear],122299003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Perch [Other Gear],122299003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Perch [Other Gear],122299003,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Rockfish,122600000,Ind.,Southeast Timber 1984/1985,13
2,Southeast,Rockfish,122600000,Ind.,Tongass Resource Use Cooperative Study 1987,15
4,Southeast,Rockfish,122600000,Ind.,Saxman 1999,133
4,Southeast,Rockfish,122600000,Ind.,Saxman 1999/2000,133
1,Southeast,Rockfish,122600000,lb.,Haines/Klukwan 1983,49
1,Southeast,Rockfish,122600000,lb.,Southeast Timber 1985/1986,50
3,Southeast,Rockfish,122600000,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Rockfish,122600000,lb.,Index Communities Year 1,210
3,Southeast,Rockfish,122600000,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Rockfish,122600000,lb.,Southeast Index Communities,210
3,Southeast,Rockfish,122600000,lb.,Hoonah Lands Partnership,243
4,Southeast,Rockfish,122600000,lb.,NPRB Yakutat Comprehensive,251
4,Southeast,Rockfish,122600000,Lbs.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rockfish [CF Retention],122600001,Ind.,Tongass Resource Use Cooperative Study 1987,15
3,Southeast,Rockfish [CF Retention],122600001,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Rockfish [CF Retention],122600001,lb.,Index Communities Year 1,210
3,Southeast,Rockfish [CF Retention],122600001,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Rockfish [CF Retention],122600001,lb.,Southeast Index Communities,210
3,Southeast,Rockfish [CF Retention],122600001,lb.,Hoonah Lands Partnership,243
3,Southeast,Rockfish [CF Retention],122600001,lb.,NPRB Yakutat Comprehensive,251
3,Southeast,Rockfish [CF Retention],122600001,Lbs.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rockfish [Rod and Reel],122600002,Ind.,Tongass Resource Use Cooperative Study 1987,15
3,Southeast,Rockfish [Rod and Reel],122600002,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Rockfish [Rod and Reel],122600002,lb.,Index Communities Year 1,210
3,Southeast,Rockfish [Rod and Reel],122600002,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Rockfish [Rod and Reel],122600002,lb.,Southeast Index Communities,210
3,Southeast,Rockfish [Rod and Reel],122600002,lb.,Hoonah Lands Partnership,243
4,Southeast,Rockfish [Rod and Reel],122600002,lb.,NPRB Yakutat Comprehensive,251
4,Southeast,Rockfish [Rod and Reel],122600002,Lbs.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Rockfish [Other Gear],122600003,Ind.,Tongass Resource Use Cooperative Study 1987,15
3,Southeast,Rockfish [Other Gear],122600003,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Rockfish [Other Gear],122600003,lb.,Index Communities Year 1,210
3,Southeast,Rockfish [Other Gear],122600003,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Rockfish [Other Gear],122600003,lb.,Southeast Index Communities,210
3,Southeast,Rockfish [Other Gear],122600003,lb.,Hoonah Lands Partnership,243
4,Southeast,Rockfish [Other Gear],122600003,lb.,NPRB Yakutat Comprehensive,251
4,Southeast,Rockfish [Other Gear],122600003,Lbs.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Black Rockfish,122602000,Ind.,Southeast Timber 1984/1985,13
2,Southeast,Black Rockfish,122602000,Ind.,Southeast Timber 1984/1985,13
1.5,Southeast,Black Rockfish,122602000,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Black Rockfish,122602000,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Black Rockfish,122602000,Ind.,Prince of Wales 1997/1998,114
1.5,Southeast,Black Rockfish,122602000,Ind.,Prince of Wales 1998/1999,125
4,Southeast,Black Rockfish,122602000,Ind.,Saxman 1999,133
4,Southeast,Black Rockfish,122602000,Ind.,Saxman 1999/2000,133
2,Southeast,Black Rockfish,122602000,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Black Rockfish,122602000,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Black Rockfish,122602000,Ind.,Index Communities Year 1,210
2,Southeast,Black Rockfish,122602000,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Black Rockfish,122602000,Ind.,Southeast Index Communities,210
2,Southeast,Black Rockfish,122602000,Ind.,Chilkat Chinook Salmon Ethnography,219
2,Southeast,Black Rockfish,122602000,Ind.,Hoonah Lands Partnership,243
1.5,Southeast,Black Rockfish,122602000,Ind.,NPRB Yakutat Comprehensive,251
1.5,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Southeast Harvest Update 1996,105
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Southeast Harvest Update 1996,105
1.5,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Prince of Wales 1997/1998,114
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Prince of Wales 1998/1999,125
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Yakutat Household Survey 2000,137
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Alaska Peninsula Index Communities,210
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Index Communities Year 1,210
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Index Communities Year 2 (Southeast AK),210
2,Southeast,Black Rockfish [CF Retention],122602001,Ind.,Southeast Index Communities,210
1.5,Southeast,Black Rockfish [CF Retention],122602001,Ind.,NPRB Yakutat Comprehensive,251
