"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"4182","MMSII 1992","Chenega_1992","Terrestrial","Birds and Eggs","Bird Eggs","Duck Eggs","Unknown Duck Eggs","Unknown Duck Eggs","430299000","Unknown Duck Eggs",23,26,80,90.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4183","MMSII 1993","Chenega_1993","Terrestrial","Birds and Eggs","Bird Eggs","Duck Eggs","Unknown Duck Eggs","Unknown Duck Eggs","430299000","Unknown Duck Eggs",23,28,83,101,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4184","EVOSTC Gulf of Alaska 1997","Chenega_1997","Terrestrial","Birds and Eggs","Bird Eggs","Duck Eggs","Unknown Duck Eggs","Unknown Duck Eggs","430299000","Unknown Duck Eggs",15,21,42,58.8,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4185","EVOS 15 Year retrospective","Chenega_2003","Terrestrial","Birds and Eggs","Bird Eggs","Duck Eggs","Unknown Duck Eggs","Unknown Duck Eggs","430299000","Unknown Duck Eggs",16,20,45,56.3,"No",0.15,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"4186","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Duck Eggs","Unknown Duck Eggs","Unknown Duck Eggs","430299000","Unknown Duck Eggs",12,17,25,35.4,"Yes",0.15,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"4187","EVOSTC Gulf of Alaska 1997","Chenega_1997","Terrestrial","Birds and Eggs","Bird Eggs","Geese Eggs","Unknown Geese Eggs","Unknown Geese Eggs","430499000","Unknown Geese Eggs",15,21,42,58.8,"No",0.3,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4188","EVOS 15 Year retrospective","Chenega_2003","Terrestrial","Birds and Eggs","Bird Eggs","Geese Eggs","Unknown Geese Eggs","Unknown Geese Eggs","430499000","Unknown Geese Eggs",16,20,45,56.3,"No",0.3,"Ind.",0.0625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0
"4189","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Geese Eggs","Unknown Geese Eggs","Unknown Geese Eggs","430499000","Unknown Geese Eggs",12,17,25,35.4,"Yes",0.3,"Ind.",0.16700001,0.083000004,0.083000004,0.083000004,0,3.6,5.1,3.6,11.1894,0.3,0.14399986,12,17,0.001,1.0737025,0.8639992,0.17895041
"4190","MMSII 1993","Chenega_1993","Terrestrial","Birds and Eggs","Bird Eggs","Shorebird Eggs","Black Oystercatcher Eggs","Black Oystercatcher Eggs","431004000","Black Oystercatcher Eggs",23,28,83,101,"No",0.05,"Ind.",0.043,0.043,0.043,0,0,0.2,0,0,0,0.009,0,4,5,0,NA,NA,NA
"4191","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Shorebird Eggs","Black Oystercatcher Eggs","Black Oystercatcher Eggs","431004000","Black Oystercatcher Eggs",12,17,25,35.4,"Yes",0.05,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"4192","EVOSTC Gulf of Alaska 1997","Chenega_1997","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Gull Eggs","Unknown Gull Eggs","431212990","Unknown Gull Eggs",15,21,42,58.8,"No",0.3,"Ind.",0.067,0.067,0.067,0.067,0.067,3.6,5,-1,11,0.24,0.09,12,17,1.4740131e-06,1.6693152,1.3432837,0.111844115
"4193","EVOS 15 Year retrospective","Chenega_2003","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Gull Eggs","Unknown Gull Eggs","431212990","Unknown Gull Eggs",16,20,45,56.3,"No",0.3,"Ind.",0.25,0.0625,0.0625,0.1875,0.0625,2.7,3.375,2.7,6.5920944,0.16875,0.06,9,11.25,0.00012747447,0.29825097,0.24,0.07456274
"4194","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Gull Eggs","Unknown Gull Eggs","431212990","Unknown Gull Eggs",12,17,25,35.4,"Yes",0.3,"Ind.",0.333,0.083000004,0.083000004,0.25,0,3.6,5.1,3.6,11.1894,0.3,0.14399986,12,17,0.001,0.5368512,0.4319996,0.17895041
"4195","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Murre Eggs","Unknown Murre Eggs","431218990","Unknown Murre Eggs",12,17,25,35.4,"Yes",0.22,"Ind.",0.083000004,0,0,0.083000004,0,0,0,NA,NA,0,0,0,0,0,0,0,0
"4196","EVOSTC Gulf of Alaska 1997","Chenega_1997","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Puffin Eggs","Unknown Puffin Eggs","431222990","Unknown Puffin Eggs",15,21,42,58.8,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4197","EVOS Update 2014 (PWS)","Chenega_2014","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Unknown Tern Eggs","Unknown Tern Eggs","431226990","Unknown Tern Eggs",12,17,25,35.4,"Yes",0.05,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"4198","EVOSTC Gulf of Alaska 1997","Chenega_1997","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Unknown Seabird Eggs","Unknown Seabird Eggs","431299000","Unknown Seabird Eggs",15,21,42,58.8,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4199","EVOS 15 Year retrospective","Chenega_2003","Terrestrial","Birds and Eggs","Bird Eggs","Seabirds and Loon Eggs","Unknown Seabird Eggs","Unknown Seabird Eggs","431299000","Unknown Seabird Eggs",16,20,45,56.3,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"4200","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",61,99,169,257.5,"Yes",0.4,"Ind.",0.012,0.012,0.012,0,0,NA,1,-2,4,0.01,0,NA,4,4.2439416e-07,NA,NA,NA
"4201","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4202","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4203","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",61,99,169,257.5,"Yes",1,"Ind.",0.037,0.024,0.024,0.012,0,NA,25,9,41,0.26,0.1,NA,25,1.0609855e-05,3.358682,2.7027028,0.12427124
"4204","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4205","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Northern Pintail","Northern Pintail","410220000","Northern Pintail",61,99,169,257.5,"Yes",0.8,"Ind.",0.037,0.037,0.037,0,0,NA,15,6,24,0.16,0.06,NA,19,6.3659127e-06,2.0152092,1.6216216,0.074562736
"4206","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Northern Shoveler","Northern Shoveler","410230000","Northern Shoveler",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4207","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Unknown Duck","Unknown Duck","410299000","Unknown Ducks",61,99,169,257.5,"Yes",0.73,"Ind.",0.012,0.012,0.012,0,0,NA,2,0,4,0.02,0.01,NA,2,8.487883e-07,1.0355935,0.83333325,0.012427123
"4208","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Brant","Brant","410402000","Brant",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4209","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Geese","Snow Geese","Snow Geese","410408000","Snow Geese",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4210","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Geese","White-fronted Geese","White-fronted Geese","410410000","White-fronted Geese",61,99,169,257.5,"Yes",2.4,"Ind.",0.012,0.012,0.012,0,0,NA,12,8,16,0.12,0.05,NA,5,5.09273e-06,5.177968,4.1666665,0.06213562
"4211","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Shorebird","Wilson's Snipe","Wilson's Snipe","411002000","Wilson's Snipe",61,99,169,257.5,"Yes",0.1,"Ind.",0.012,0.012,0.012,0,0,NA,1,-5,7,0.01,0,NA,7,4.2439416e-07,NA,NA,NA
"4212","Upper Kenai 1990","Cooper Landing_1990","Terrestrial","Birds and Eggs","Migratory Birds","Seabirds and Loons","Loon","Loon","411216000","Loons",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4213","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",101,872,299,2407.4,"No",0.4,"Ind.",0.043,0.044,0.043,0,0,NA,70,-87,227,0.08,0.03,NA,175,1.2438651e-06,0.86700857,0.6976744,0.037281368
"4214","MMSII 1991","Cordova_1991","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",101,784,295,2289.9,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4215","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4216","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",104,946,326,2965.4,"No",NA,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4217","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",152,830,449,2507.1,"No",0.4,"Ind.",0.02,0.027999999,0.02,0,0.008,NA,60,-14,135,0.07,0.02,NA,151,1.3338046e-06,1.2427123,1,0.024854247
"4218","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",148,910,378,2397.3,"No",0.4,"Ind.",0.006868132,0.006868132,0.006868132,0,0.003434066,6.4,20,6.4,43.56461,0.021978023,0.00826734,16,50,4.7672038e-05,1.4958837,1.2037247,0.010273926
"4219","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Bufflehead","Bufflehead","410202000","Bufflehead",184,950,504,2602.2,"Yes",0.4,"Ind.",0.005,0.005,0.005,0.005,0,0.4,2.1,0.4,5.8211994,0,0.0007936508,1,5.2,0,0.18147545,0.14603175,0.0009862797
"4220","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Canvasback","Canvasback","410204000","Canvasback",101,872,299,2407.4,"No",1.1,"Ind.",0.008,0.008,0.008,0,0,NA,8,-5,20,0.01,0,NA,7,1.4215601e-07,NA,NA,NA
"4221","MMSII 1991","Cordova_1991","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Canvasback","Canvasback","410204000","Canvasback",101,784,295,2289.9,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4222","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Canvasback","Canvasback","410204000","Canvasback",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4223","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Canvasback","Canvasback","410204000","Canvasback",104,946,326,2965.4,"No",NA,NA,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4224","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Canvasback","Canvasback","410204000","Canvasback",184,950,504,2602.2,"Yes",1.1,"Ind.",0.005,0.005,0.005,0,0.005,11,56.8,11,157.4496,0.1,0.021825397,10,51.6,0,4.990575,4.015873,0.02712269
"4225","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","Common Eider","410206020","Common Eider",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4226","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","King Eider","410206040","King Eider",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4227","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","Spectacled Eider","410206060","Spectacled Eider",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4228","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","Stellar Eider","410206080","Steller Eider",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4229","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","Unknown Eider","410206990","Unknown Eider",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4230","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Eider","Unknown Eider","410206990","Unknown Eider",184,950,504,2602.2,"Yes",1.6,"Ind.",0,0.005,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"4231","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",101,872,299,2407.4,"No",0.8,"Ind.",0.024,0.024,0.024,0,0,NA,78,-53,209,0.09,0.03,NA,97,1.386021e-06,1.5533903,1.2499999,0.037281368
"4232","MMSII 1991","Cordova_1991","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",101,784,295,2289.9,"No",0.8,"Ind.",0.01,0.01,0.01,0,0,0.8,6,-5,17,0.008,0,1,8,1.3851151e-07,NA,NA,NA
"4233","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",41,784,140,2677.1,"No",0.8,"Ind.",0.024,0.024,0.024,0.024,0,0.8,16,-12,44,0.02,0.01,1,19,3.6563236e-07,0.51779675,0.41666663,0.012427123
"4234","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",104,946,326,2965.4,"No",0.8,"Ind.",0.019,0.019,0.019,0,0.01,5.6,51,-21,123,0.054,0.02,7,64,1.3457885e-06,1.3081182,1.0526316,0.024854247
"4235","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",152,830,449,2507.1,"No",0.8,"Ind.",0.012,0.016,0.012,0,0.012,NA,18,-5,42,0.02,0.01,NA,23,4.001414e-07,1.0355935,0.83333325,0.012427123
"4236","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Gadwall","Gadwall","410208000","Gadwall",148,910,378,2397.3,"No",0.8,"Ind.",0.036639992,0.041985188,0.033205923,0.003434066,0.01221333,9.6,66.13043,9.6,132.50235,0.07267081,0.027336141,12,82.66304,0.00015762863,0.92715526,0.7460739,0.03397096
"4237","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Goldeneye","Unknown Goldeneye","410210990","Unknown Goldeneye",152,830,449,2507.1,"No",0.8,"Ind.",0.027999999,0.024,0.016,0.012,0.008,NA,130,-12,273,0.16,0.05,NA,163,2.8899099e-06,2.2191293,1.7857144,0.06213562
"4238","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Goldeneye","Unknown Goldeneye","410210990","Unknown Goldeneye",148,910,378,2397.3,"No",0.8,"Ind.",0.022515528,0.022515528,0.022515528,0,0.010302198,38.4,127.78261,38.4,235.5536,0.14042045,0.05282112,48,159.72826,0.00030458288,2.915386,2.3459861,0.065641455
"4239","MMSII 1991","Cordova_1991","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",101,784,295,2289.9,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4240","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4241","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4242","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",152,830,449,2507.1,"No",0.5,"Ind.",0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4243","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",148,910,378,2397.3,"No",0.5,"Ind.",0.013736264,0.010302198,0.010302198,0.003434066,0.003434066,21.5,67.1875,21.5,138.57613,0.073832415,0.027773097,43,134.375,0.00016014825,2.512617,2.0218816,0.03451397
"4244","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Harlequin","Harlequin","410212000","Harlequin",184,950,504,2602.2,"Yes",0.5,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"4245","Cordova 1985","Cordova_1985","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",206,853,547,2265,"No",1,"Ind.",0.20899999,0.233,0.16,0.063,0.005,214,886,578,1194,1.039,0.39,214,886,2.3877476e-05,2.3189368,1.8660287,0.4846578
"4246","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",101,872,299,2407.4,"No",1,"Ind.",0.28,0.253,0.25100002,0.037,0.083000004,NA,3014,1849,4179,3.46,1.25,NA,3014,5.355728e-05,5.547823,4.464286,1.5533904
"4247","MMSII 1991","Cordova_1991","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",101,784,295,2289.9,"No",1,"Ind.",0.23799999,0.20799999,0.20799999,0.05,0.05,184,1428,693,2163,1.822,0.62,184,1428,3.2965738e-05,3.237318,2.6050422,0.77048165
"4248","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",41,784,140,2677.1,"No",1,"Ind.",0.366,0.268,0.244,0.122,0.049000002,83,1587,311,2863,2.024,0.59,83,1587,3.6266163e-05,2.0032794,1.6120218,0.73320025
"4249","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",104,946,326,2965.4,"No",1,"Ind.",0.231,0.24,0.16299999,0.087,0.019,119,1082,501,1663,1.144,0.36,119,1082,2.8551825e-05,1.9366946,1.5584416,0.44737646
"4250","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",152,830,449,2507.1,"No",0.9,"Ind.",0.296,0.213,0.198,0.111,0.071,NA,1613,994,2233,1.94,0.64,NA,1793,3.5857112e-05,2.6869454,2.162162,0.7953359
"4251","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",148,910,378,2397.3,"No",0.9,"Ind.",0.28281772,0.22709627,0.22366221,0.07136885,0.10114071,326.7,2404.676,1152.2943,3657.0579,2.642501,0.99401385,363,2671.8623,0.0057317903,4.3677363,3.5146801,1.2352732
"4252","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Mallard","Mallard","410214000","Mallard",184,950,504,2602.2,"Yes",0.9,"Ind.",0.21200001,0.174,0.141,0.087,0.049000002,279,1442.1,692.208,2191.992,1.5,0.55419594,310,1602.3,0.005,3.2492802,2.6146681,0.68870616
"4253","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Merganser","Common Merganser","410216020","Common Merganser",152,830,449,2507.1,"No",0.9,"Ind.",0.008,0.016,0.008,0,0,NA,6,-5,17,0.01,0,NA,7,1.3338047e-07,NA,NA,NA
"4254","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Merganser","Common Merganser","410216020","Common Merganser",148,910,378,2397.3,"No",0.9,"Ind.",0.003434066,0.003434066,0.003434066,0,0.003434066,9,28.125,9,73.95873,0.030906593,0.011625947,10,31.25,6.70388e-05,4.207173,3.3854759,0.014447709
"4255","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Merganser","Red-Breasted Merganser","410216040","Red-Breasted Merganser",152,830,449,2507.1,"No",0,"Ind.",0.004,0.008,0,0.004,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"4256","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Merganser","Unknown Merganser","410216990","Unknown Merganser",152,830,449,2507.1,"No",0.9,"Ind.",0.008,0.008,0.008,0,0,NA,6,-5,17,0.01,0,NA,7,1.3338047e-07,NA,NA,NA
"4257","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Merganser","Unknown Merganser","410216990","Unknown Merganser",184,950,504,2602.2,"Yes",0.9,"Ind.",0.005,0.005,0.005,0,0,2.7,13.9,2.7,38.5308,0,0.005357143,3,15.5,0,1.2249593,0.9857143,0.0066573876
"4258","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",101,872,299,2407.4,"No",0.8,"Ind.",0.009,0.009,0.009,0,0,NA,12,-13,38,0.01,0,NA,15,2.1323402e-07,NA,NA,NA
"4259","MMSII 1992","Cordova_1992","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4260","MMSII 1993","Cordova_1993","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"4261","EVOSTC Gulf of Alaska 1997","Cordova_1997","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",152,830,449,2507.1,"No",0.8,"Ind.",0.004,0.008,0.004,0,0.004,NA,31,-20,83,0.04,0.01,NA,39,6.891324e-07,3.1067808,2.5,0.012427123
"4262","EVOS 15 Year retrospective","Cordova_2003","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",148,910,378,2397.3,"No",0.8,"Ind.",0.006868132,0.006868132,0.006868132,0,0.006868132,8,37.5,8,78.6098,0.041208792,0.015501264,10,46.875,8.9385074e-05,2.804782,2.256984,0.019263612
"4263","EVOS Update 2014 (PWS)","Cordova_2014","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Long-tailed Duck (Oldsquaw)","Long-tailed Duck (Oldsquaw)","410218000","Long-tailed Duck (Oldsquaw)",184,950,504,2602.2,"Yes",0.8,"Ind.",0.011,0.011,0.011,0,0.005,8,45.4,8,118.539406,0,0.017460318,10,56.8,0,1.99623,1.6063492,0.021698153
"4264","Cordova 1985","Cordova_1985","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Northern Pintail","Northern Pintail","410220000","Northern Pintail",206,853,547,2265,"No",0.8,"Ind.",0.049000002,0.175,0.044,0.01,0,28,116,43,189,0.136,0.05,35,145,3.1261704e-06,1.2680738,1.0204082,0.06213562
"4265","Cordova 1988","Cordova_1988","Terrestrial","Birds and Eggs","Migratory Birds","Duck","Northern Pintail","Northern Pintail","410220000","Northern Pintail",101,872,299,2407.4,"No",0.8,"Ind.",0.173,0.146,0.145,0.029000001,0.035,NA,700,255,1144,0.8,0.29,NA,874,1.24386515e-05,2.0831594,1.6763006,0.36038655
